"identified_name","difference","accepted_name","identified_rank","accepted_rank","accepted_attr","phylum","class","order","family","genus","subgenus_name","subgenus_reso","primary_reso","species_reso","phylum_no","class_no","order_no","family_no","genus_no","subgenus_no","identified_no","accepted_no"
"Hyaenictis hendeyi",NA,"Hyaenictis hendeyi","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Hyaenictis",NA,NA,NA,NA,33815,36651,36905,41020,41025,NA,475242,475242
"Agriotherium n. sp. aecuatorialis",NA,"Agriotherium aecuatorialis","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Agriotherium",NA,NA,NA,"n. sp.",33815,36651,36905,41301,41303,NA,475243,475243
"Plesiogulo praecocidens",NA,"Plesiogulo praecocidens","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Plesiogulo",NA,NA,NA,NA,33815,36651,36905,41086,41152,NA,475244,475244
"Enhydriodon sp.",NA,"Enhydriodon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Enhydriodon",NA,NA,NA,NA,33815,36651,36905,41086,36917,NA,36917,36917
"Enhydriodon n. sp. hendeyi",NA,"Enhydriodon hendeyi","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Enhydriodon",NA,NA,NA,"n. sp.",33815,36651,36905,41086,36917,NA,475247,475247
"Eucyon n. sp. wokari",NA,"Eucyon wokari","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Eucyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41213,NA,475248,475248
"Eucyon wokari",NA,"Eucyon wokari","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Eucyon",NA,NA,NA,NA,33815,36651,36905,41189,41213,NA,475248,475248
"Eucyon n. sp. kuta",NA,"Eucyon kuta","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Eucyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41213,NA,475249,475249
"Eucyon kuta",NA,"Eucyon kuta","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Eucyon",NA,NA,NA,NA,33815,36651,36905,41189,41213,NA,475249,475249
"Cynarctus n. sp. saxatilis",NA,"Cynarctus saxatilis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cynarctus",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41206,NA,45448,45448
"Nyctereutes sp.",NA,"Nyctereutes","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Nyctereutes",NA,NA,NA,NA,33815,36651,36905,41189,41225,NA,41225,41225
"Homotherium sp.",NA,"Homotherium","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Homotherium",NA,NA,NA,NA,33815,36651,36905,41045,41056,NA,41056,41056
"Acinonyx sp.",NA,"Acinonyx","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Acinonyx",NA,NA,NA,NA,33815,36651,36905,41045,41046,NA,41046,41046
"Lynx shansius",NA,"Lynx shansius","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Lynx",NA,NA,NA,NA,33815,36651,36905,41045,41058,NA,475272,475272
"Pachycrocuta licenti",NA,"Pachycrocuta licenti","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Pachycrocuta",NA,NA,NA,NA,33815,36651,36905,41020,41030,NA,475274,475273
"Canis cf. mosbachensis",NA,"Canis mosbachensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"cf.",33815,36651,36905,41189,41198,NA,366711,366711
"Xenocyon lycaonoides",NA,"Xenocyon lycaonoides","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Xenocyon",NA,NA,NA,NA,33815,36651,36905,41189,301919,NA,301921,301921
"Ursus arctos",NA,"Ursus arctos","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Ursus",NA,NA,NA,NA,33815,36651,36905,41301,41331,NA,52604,52604
"Meles leucurus",NA,"Meles leucurus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Meles",NA,NA,NA,NA,33815,36651,36905,41086,41129,NA,471806,471806
"Enhydrictis melina",NA,"Enhydrictis melina","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Enhydrictis",NA,NA,NA,NA,33815,36651,36905,41086,41108,NA,470167,470165
"Panthera gombaszogensis","species not entered","Panthera","species","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,NA,33815,36651,36905,41045,41066,NA,41066,41066
"Lynx sp.",NA,"Lynx","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Lynx",NA,NA,NA,NA,33815,36651,36905,41045,41058,NA,41058,41058
"Xenocyon lycaonoides",NA,"Xenocyon lycaonoides","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Xenocyon",NA,NA,NA,NA,33815,36651,36905,41189,301919,NA,301921,301921
"Xenocyon lycaonoides",NA,"Xenocyon lycaonoides","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Xenocyon",NA,NA,NA,NA,33815,36651,36905,41189,301919,NA,301921,301921
"Xenocyon lycaonoides",NA,"Xenocyon lycaonoides","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Xenocyon",NA,NA,NA,NA,33815,36651,36905,41189,301919,NA,301921,301921
"Acinonyx pardinensis",NA,"Acinonyx pardinensis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Acinonyx",NA,NA,NA,NA,33815,36651,36905,41045,41046,NA,376880,376880
"Lynx issiodorensis",NA,"Lynx issiodorensis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Lynx",NA,NA,NA,NA,33815,36651,36905,41045,41058,NA,370347,370346
"Vulpes alopecoides",NA,"Vulpes alopecoides","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,NA,33815,36651,36905,41189,41248,NA,376902,376902
"Lutra sp.",NA,"Lutra","genus","genus",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Lutra",NA,NA,NA,NA,33815,36651,36905,41086,41122,NA,41122,41122
"Meles sp.",NA,"Meles","genus","genus",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Meles",NA,NA,NA,NA,33815,36651,36905,41086,41129,NA,41129,41129
"Pannonictis sp.",NA,"Pannonictis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Pannonictis",NA,NA,NA,NA,33815,36651,36905,41086,41145,NA,41145,41145
"Cynotherium n. sp. malatestai",NA,"Cynotherium malatestai","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cynotherium",NA,NA,NA,"n. sp.",33815,36651,36905,41189,94468,NA,475276,475276
"Cynotherium sardous",NA,"Cynotherium sardous","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cynotherium",NA,NA,NA,NA,33815,36651,36905,41189,94468,NA,94469,94469
"Cynotherium sardous",NA,"Cynotherium sardous","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cynotherium",NA,NA,NA,NA,33815,36651,36905,41189,94468,NA,94469,94469
"Lycaon n. sp. sekowei",NA,"Lycaon sekowei","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Lycaon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41219,NA,475277,475277
"Lycaon sp.",NA,"Lycaon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Lycaon",NA,NA,NA,NA,33815,36651,36905,41189,41219,NA,41219,41219
"Canis dirus","recombined as","Aenocyon dirus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Aenocyon",NA,NA,NA,NA,33815,36651,36905,41189,43787,NA,44837,44837
"Ursus arctos",NA,"Ursus arctos","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Ursus",NA,NA,NA,NA,33815,36651,36905,41301,41331,NA,52604,52604
"Panthera tigris",NA,"Panthera tigris","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,NA,33815,36651,36905,41045,41066,NA,90651,104157
"Canis lupus",NA,"Canis lupus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,NA,33815,36651,36905,41189,41198,NA,44860,44860
"Meles meles",NA,"Meles meles","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Meles",NA,NA,NA,NA,33815,36651,36905,41086,41129,NA,157470,104171
"Nyctereutes ? sp.",NA,"Nyctereutes","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Nyctereutes",NA,NA,"?",NA,33815,36651,36905,41189,41225,NA,41225,41225
"Vulpes vulpes",NA,"Vulpes vulpes","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,NA,33815,36651,36905,41189,41248,NA,52691,44890
"Vulpes vulpes",NA,"Vulpes vulpes","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,NA,33815,36651,36905,41189,41248,NA,52691,44890
"Vulpes vulpes",NA,"Vulpes vulpes","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,NA,33815,36651,36905,41189,41248,NA,52691,44890
"Lupulella n. sp. mohibi",NA,"Lupulella mohibi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Lupulella",NA,NA,NA,"n. sp.",33815,36651,36905,41189,472885,NA,475280,475280
"Lupulella mohibi",NA,"Lupulella mohibi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Lupulella",NA,NA,NA,NA,33815,36651,36905,41189,472885,NA,475280,475280
"Lupulella mohibi",NA,"Lupulella mohibi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Lupulella",NA,NA,NA,NA,33815,36651,36905,41189,472885,NA,475280,475280
"Lupulella mohibi",NA,"Lupulella mohibi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Lupulella",NA,NA,NA,NA,33815,36651,36905,41189,472885,NA,475280,475280
"Canis aureus",NA,"Canis aureus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,NA,33815,36651,36905,41189,41198,NA,104156,104156
"Canis aureus",NA,"Canis aureus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,NA,33815,36651,36905,41189,41198,NA,104156,104156
"Canis aureus",NA,"Canis aureus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,NA,33815,36651,36905,41189,41198,NA,104156,104156
"Canis aureus",NA,"Canis aureus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,NA,33815,36651,36905,41189,41198,NA,104156,104156
"Canis n. sp. africanus","recombined as","Xenocyon africanus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Xenocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,301919,NA,433196,433196
"Lycaon magnus",NA,"Lycaon magnus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Lycaon",NA,NA,NA,NA,33815,36651,36905,41189,41219,NA,433175,433175
"Lycaon sp.",NA,"Lycaon","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Lycaon",NA,NA,NA,NA,33815,36651,36905,41189,41219,NA,41219,41219
"Lycaon lycaonoides","recombined as","Xenocyon lycaonoides","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Xenocyon",NA,NA,NA,NA,33815,36651,36905,41189,301919,NA,366710,301921
"Cuon alpinus",NA,"Cuon alpinus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cuon",NA,NA,NA,NA,33815,36651,36905,41189,41204,NA,45383,44824
"Cuon primaevus","subjective synonym of","Aenocyon dirus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Aenocyon",NA,NA,NA,NA,33815,36651,36905,41189,43787,NA,476445,44837
"Cuon alpinus",NA,"Cuon alpinus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cuon",NA,NA,NA,NA,33815,36651,36905,41189,41204,NA,45383,44824
"Sinicuon cf. dubius",NA,"Sinicuon dubius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Sinicuon",NA,NA,NA,"cf.",33815,36651,36905,41189,475293,NA,475294,475287
"Cuon n. sp. dubius","recombined as","Sinicuon dubius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Sinicuon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,475293,NA,475287,475287
"Cuon dubius","recombined as","Sinicuon dubius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Sinicuon",NA,NA,NA,NA,33815,36651,36905,41189,475293,NA,475287,475287
"Borophagus n. sp. dudleyi",NA,"Borophagus dudleyi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Borophagus",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41196,NA,44595,50525
"Yoshi n. sp. yongdengensis",NA,"Yoshi yongdengensis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Yoshi",NA,NA,NA,"n. sp.",33815,36651,36905,41045,374756,NA,475323,475323
"Yoshi n. sp. faie",NA,"Yoshi faie","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Yoshi",NA,NA,NA,"n. sp.",33815,36651,36905,41045,374756,NA,475325,475325
"Paramachaerodus n. sp. yingliangi",NA,"Paramachaerodus yingliangi","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Paramachaerodus",NA,NA,NA,"n. sp.",33815,36651,36905,41045,41067,NA,475324,475324
"Paramachaerodus schlosseri",NA,"Paramachaerodus schlosseri","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Paramachaerodus",NA,NA,NA,NA,33815,36651,36905,41045,41067,NA,475327,394094
"Adcrocuta eximia",NA,"Adcrocuta eximia","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Adcrocuta",NA,NA,NA,NA,33815,36651,36905,41020,41021,NA,374542,374542
"Hyaenictitherium wongii","species not entered","Hyaenictitherium","species","genus",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Hyaenictitherium",NA,NA,NA,NA,33815,36651,36905,41020,72177,NA,72177,72177
"Ictitherium viverrinum",NA,"Ictitherium viverrinum","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Ictitherium",NA,NA,NA,NA,33815,36651,36905,41020,41026,NA,81772,81772
"Amphimachairodus horribilis",NA,"Amphimachairodus horribilis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Amphimachairodus",NA,NA,NA,NA,33815,36651,36905,41045,280635,NA,475321,470110
"Pristifelis sp.",NA,"Pristifelis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Pristifelis",NA,NA,NA,NA,33815,36651,36905,41045,379125,NA,379125,379125
"Canis n. sp. rurestris","recombined as","Tephrocyon rurestris","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Tephrocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41244,NA,44880,44880
"Urocyon n. sp. seminolensis","subjective synonym of","Urocyon cinereoargenteus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41247,NA,289713,44832
"Urocyon littoralis",NA,"Urocyon littoralis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",NA,NA,NA,NA,33815,36651,36905,41189,41247,NA,52595,52684
"Urocyon littoralis",NA,"Urocyon littoralis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",NA,NA,NA,NA,33815,36651,36905,41189,41247,NA,52595,52684
"Urocyon littoralis",NA,"Urocyon littoralis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Urocyon",NA,NA,NA,NA,33815,36651,36905,41189,41247,NA,52595,52684
"Arctocephalus townsendi",NA,"Arctocephalus townsendi","species","species",NA,"Chordata","Mammalia","Carnivora","Otariidae","Arctocephalus",NA,NA,NA,NA,33815,36651,36905,96678,36909,NA,71846,71846
"Xenocyon falconeri",NA,"Xenocyon falconeri","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Xenocyon",NA,NA,NA,NA,33815,36651,36905,41189,301919,NA,475352,433189
"Canis n. sp. brevicephalus","recombined as","Xenocyon brevicephalus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Xenocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,301919,NA,433195,433195
"Canis n. sp. longdanensis",NA,"Canis longdanensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,433194,433194
"Vulpes chikushanensis",NA,"Vulpes chikushanensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,NA,33815,36651,36905,41189,41248,NA,433157,433157
"Canis n. sp. teilhardi",NA,"Canis teilhardi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,433193,433193
"Sinicuon cf. dubius",NA,"Sinicuon dubius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Sinicuon",NA,NA,NA,"cf.",33815,36651,36905,41189,475293,NA,475294,475287
"Eirictis n. sp. robusta",NA,"Eirictis robusta","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Eirictis",NA,NA,NA,"n. sp.",33815,36651,36905,41086,470160,NA,470161,470161
"Meles n. sp. teilhardi",NA,"Meles teilhardi","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Meles",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41129,NA,470170,470170
"Chasmaporthetes progressus","species not entered","Chasmaporthetes","species","genus",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Chasmaporthetes",NA,NA,NA,NA,33815,36651,36905,41020,41023,NA,41023,41023
"Pachycrocuta paleosinensis","species not entered","Pachycrocuta","species","genus",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Pachycrocuta",NA,NA,NA,NA,33815,36651,36905,41020,41030,NA,41030,41030
"Felis teilhardi","species not entered","Felis","species","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Felis",NA,NA,NA,NA,33815,36651,36905,41045,41055,NA,41055,41055
"Lynx shansius",NA,"Lynx shansius","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Lynx",NA,NA,NA,NA,33815,36651,36905,41045,41058,NA,475272,475272
"n. gen. Nurocyon n. sp. chonokhariensis",NA,"Nurocyon chonokhariensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Nurocyon",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41189,433144,NA,433178,433178
"Canis n. sp. michauxi",NA,"Canis michauxi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,475373,475373
"Canis n. sp. adoxus",NA,"Canis adoxus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,475374,475374
"Canis n. sp. senezensis",NA,"Canis senezensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,475375,475375
"Vulpes sp.",NA,"Vulpes","genus","genus",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,NA,33815,36651,36905,41189,41248,NA,41248,41248
"Canis (Nyctereutes) sinensis","obsolete variant of","Nyctereutes sinensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Nyctereutes","Nyctereutes",NA,NA,NA,33815,36651,36905,41189,41225,NA,433167,433167
"Canis chihliensis",NA,"Canis chihliensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,NA,33815,36651,36905,41189,41198,NA,433191,433191
"Canis n. sp. palmidens",NA,"Canis palmidens","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,433192,433192
"Eucyon n. sp. minor",NA,"Eucyon minor","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Eucyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41213,NA,475231,475230
"Ursus cf. etruscus",NA,"Ursus etruscus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Ursus",NA,NA,NA,"cf.",33815,36651,36905,41301,41331,NA,366707,366707
"Hyaena sinensis","subjective synonym of","Pachycrocuta brevirostris","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Pachycrocuta",NA,NA,NA,NA,33815,36651,36905,41020,41030,NA,376859,366708
"Hyaena sp.",NA,"Hyaena","genus","genus",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Hyaena",NA,NA,NA,NA,33815,36651,36905,41020,41024,NA,41024,41024
"Lutra n. sp. licenti",NA,"Lutra licenti","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Lutra",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41122,NA,159261,159261
"Mustela n. sp. pachygnatha",NA,"Mustela pachygnatha","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Mustela",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41139,NA,475388,475388
"Meles cf. leucurus",NA,"Meles leucurus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Meles",NA,NA,NA,"cf.",33815,36651,36905,41086,41129,NA,471806,471806
"Felis (Lynx) sp.","obsolete variant of","Lynx","subgenus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Lynx","Lynx",NA,NA,NA,33815,36651,36905,41045,41058,NA,160982,41058
"Felis sp.",NA,"Felis","genus","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Felis",NA,NA,NA,NA,33815,36651,36905,41045,41055,NA,41055,41055
"Cynailurus pleistocaenicus","species not entered","Cynailurus","species","genus",NA,"Chordata","Mammalia","Carnivora","Felidae","Cynailurus",NA,NA,NA,NA,33815,36651,36905,41045,475389,NA,475389,475389
"Machairodus n. sp. nihowanensis",NA,"Machairodus nihowanensis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Machairodus",NA,NA,NA,"n. sp.",33815,36651,36905,41045,41059,NA,475390,475390
"Speothos n. sp. pacivorus",NA,"Speothos pacivorus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Speothos",NA,NA,NA,"n. sp.",33815,36651,36905,41189,159112,NA,433174,433174
"Speothos major","subjective synonym of","Speothos venaticus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Speothos",NA,NA,NA,NA,33815,36651,36905,41189,159112,NA,475395,232954
"Canis proplatensis",NA,"Canis proplatensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,NA,33815,36651,36905,41189,41198,NA,264379,264379
"Felis platensis",NA,"Felis platensis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Felis",NA,NA,NA,NA,33815,36651,36905,41045,41055,NA,247633,247633
"Machaerodus ensenadensis",NA,"Machaerodus ensenadensis","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Machaerodus",NA,NA,NA,NA,33815,36651,36905,41045,47826,NA,475479,475478
"Theriodictis n. sp. platensis",NA,"Theriodictis platensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Theriodictis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41245,NA,433162,433162
"Theriodictis platensis",NA,"Theriodictis platensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Theriodictis",NA,NA,NA,NA,33815,36651,36905,41189,41245,NA,433162,433162
"Theriodictis platensis",NA,"Theriodictis platensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Theriodictis",NA,NA,NA,NA,33815,36651,36905,41189,41245,NA,433162,433162
"Theriodictis platensis",NA,"Theriodictis platensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Theriodictis",NA,NA,NA,NA,33815,36651,36905,41189,41245,NA,433162,433162
"Canis n. sp. gezi",NA,"Canis gezi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,433187,433187
"Macrocyon n. sp. chapalmalensis","subjective synonym of","Canis gezi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,475511,433187
"Chrysocyon brachyurus",NA,"Chrysocyon brachyurus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Chrysocyon",NA,NA,NA,NA,33815,36651,36905,41189,41202,NA,232948,232947
"Chrysocyon brachyurus",NA,"Chrysocyon brachyurus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Chrysocyon",NA,NA,NA,NA,33815,36651,36905,41189,41202,NA,232948,232947
"Chrysocyon brachyurus",NA,"Chrysocyon brachyurus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Chrysocyon",NA,NA,NA,NA,33815,36651,36905,41189,41202,NA,232948,232947
"Chrysocyon brachyurus",NA,"Chrysocyon brachyurus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Chrysocyon",NA,NA,NA,NA,33815,36651,36905,41189,41202,NA,232948,232947
"Protocyon n. sp. troglodytes",NA,"Protocyon troglodytes","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Protocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41238,NA,250733,250733
"Protocyon troglodytes",NA,"Protocyon troglodytes","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Protocyon",NA,NA,NA,NA,33815,36651,36905,41189,41238,NA,250733,250733
"Protocyon troglodytes",NA,"Protocyon troglodytes","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Protocyon",NA,NA,NA,NA,33815,36651,36905,41189,41238,NA,250733,250733
"Protocyon troglodytes",NA,"Protocyon troglodytes","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Protocyon",NA,NA,NA,NA,33815,36651,36905,41189,41238,NA,250733,250733
"Protocyon troglodytes",NA,"Protocyon troglodytes","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Protocyon",NA,NA,NA,NA,33815,36651,36905,41189,41238,NA,250733,250733
"Protocyon troglodytes",NA,"Protocyon troglodytes","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Protocyon",NA,NA,NA,NA,33815,36651,36905,41189,41238,NA,250733,250733
"Protocyon troglodytes",NA,"Protocyon troglodytes","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Protocyon",NA,NA,NA,NA,33815,36651,36905,41189,41238,NA,250733,250733
"Protocyon troglodytes",NA,"Protocyon troglodytes","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Protocyon",NA,NA,NA,NA,33815,36651,36905,41189,41238,NA,250733,250733
"Protocyon troglodytes",NA,"Protocyon troglodytes","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Protocyon",NA,NA,NA,NA,33815,36651,36905,41189,41238,NA,250733,250733
"Protocyon troglodytes",NA,"Protocyon troglodytes","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Protocyon",NA,NA,NA,NA,33815,36651,36905,41189,41238,NA,250733,250733
"Protocyon troglodytes",NA,"Protocyon troglodytes","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Protocyon",NA,NA,NA,NA,33815,36651,36905,41189,41238,NA,250733,250733
"Protocyon tarijensis",NA,"Protocyon tarijensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Protocyon",NA,NA,NA,NA,33815,36651,36905,41189,41238,NA,264377,264377
